event_timestamp,event_id,session_id,event_type,page_url
2022-04-05T17:53:30.593Z,3960aa40-9a81-48ba-bf39-0301ce5ad004,9aa9b470-a733-4499-a22e-a07c950429aa-55,pageview,http://www.dummywebsite.com/cart
2022-04-05T18:36:23.793Z,fafe331c-c13a-4242-b78e-d75ba0b19592,9aa9b470-a733-4499-a22e-a07c950429aa-56,pageview,http://www.dummywebsite.com/cart
2022-04-05T20:22:10.440Z,1041681d-ef4d-4e42-8b20-be54c4c210ad,9aa9b470-a733-4499-a22e-a07c950429aa-57,pageview,http://www.dummywebsite.com/cart
2022-04-06T09:13:39.419Z,ae838d60-132f-4dd8-96a8-cae2aef2ec42,9aa9b470-a733-4499-a22e-a07c950429aa-62,pageview,http://www.dummywebsite.com/cart
2022-04-07T20:39:17.967Z,92425d78-397e-4f5c-ab78-4cdb083b0868,9aa9b470-a733-4499-a22e-a07c950429aa-75,pageview,http://www.dummywebsite.com/cart
2022-03-29T22:23:32.527Z,e346eca5-099d-41aa-bc1b-1e5701e683ea,9aa9b470-a733-4499-a22e-a07c950429aa-0,pageview,http://www.dummywebsite.com/home
2022-03-30T12:00:24.523Z,f754f7b4-c133-4263-9d0e-ed8f902292e7,9aa9b470-a733-4499-a22e-a07c950429aa-2,pageview,http://www.dummywebsite.com/home
2022-03-30T12:49:20.594Z,52516072-ff7a-41ef-8373-04d6a31b1f1c,9aa9b470-a733-4499-a22e-a07c950429aa-3,pageview,http://www.dummywebsite.com/home
2022-03-30T13:44:54.134Z,5bfac163-8dbf-4d9a-92da-1c7d05ed7d64,9aa9b470-a733-4499-a22e-a07c950429aa-4,pageview,http://www.dummywebsite.com/home
2022-03-30T16:16:29.263Z,8e317ab1-373c-42e5-9ce2-4a4f418e8f24,9aa9b470-a733-4499-a22e-a07c950429aa-5,pageview,http://www.dummywebsite.com/home
2022-03-30T16:17:00.042Z,e95d6116-e518-4096-b7b1-7210512478bc,9aa9b470-a733-4499-a22e-a07c950429aa-5,pageview,http://www.dummywebsite.com/home
2022-03-30T16:56:15.300Z,e412d930-f274-42ff-9daf-a58bc5a56309,9aa9b470-a733-4499-a22e-a07c950429aa-6,pageview,http://www.dummywebsite.com/home
2022-03-30T18:38:00.255Z,72334c18-fbad-40e8-a5ca-83637ad399a4,9aa9b470-a733-4499-a22e-a07c950429aa-7,pageview,http://www.dummywebsite.com/home
2022-03-31T00:40:43.186Z,c75fefcf-a2be-4bfb-9d0e-7cd57d46198e,9aa9b470-a733-4499-a22e-a07c950429aa-9,pageview,http://www.dummywebsite.com/home
2022-03-31T10:51:05.637Z,bd053075-a193-46e4-8b2e-3612029cfa50,9aa9b470-a733-4499-a22e-a07c950429aa-11,pageview,http://www.dummywebsite.com/home
2022-03-31T12:33:40.543Z,0ff91fdf-2995-466d-b2e9-0a0adf1628e7,9aa9b470-a733-4499-a22e-a07c950429aa-12,pageview,http://www.dummywebsite.com/home
2022-03-31T13:14:30.714Z,698e7ebf-f465-4ea0-b931-f77c1fe7e5b3,9aa9b470-a733-4499-a22e-a07c950429aa-13,pageview,http://www.dummywebsite.com/home
2022-03-31T13:14:53.877Z,6bfa4438-88ea-4f2e-91c1-acc051ffb298,9aa9b470-a733-4499-a22e-a07c950429aa-13,pageview,http://www.dummywebsite.com/home
2022-03-31T15:06:27.411Z,7586a0fa-babd-44d6-8253-389e01cd777e,9aa9b470-a733-4499-a22e-a07c950429aa-14,pageview,http://www.dummywebsite.com/home
2022-03-31T15:40:31.389Z,e7ed3ff2-18b0-4ea4-b7ee-370458f99730,9aa9b470-a733-4499-a22e-a07c950429aa-15,pageview,http://www.dummywebsite.com/home
2022-03-31T15:44:21.069Z,dcf936eb-02ed-47d4-a4bb-4cd3066bfdd6,9aa9b470-a733-4499-a22e-a07c950429aa-15,pageview,http://www.dummywebsite.com/home
2022-03-31T16:37:56.064Z,b198269f-5e79-48c0-a107-f86c4951f2ce,9aa9b470-a733-4499-a22e-a07c950429aa-16,pageview,http://www.dummywebsite.com/home
2022-03-31T17:20:25.951Z,f045a8f5-47dc-426e-8a11-220616ff8347,9aa9b470-a733-4499-a22e-a07c950429aa-17,pageview,http://www.dummywebsite.com/home
2022-03-31T18:11:48.805Z,ccd7ac66-cd62-4e0c-85a4-c03b6f2339b9,9aa9b470-a733-4499-a22e-a07c950429aa-18,pageview,http://www.dummywebsite.com/home
2022-03-31T18:12:20.293Z,361cf5fd-0e36-4f7d-8f79-faad3bea32b4,9aa9b470-a733-4499-a22e-a07c950429aa-18,pageview,http://www.dummywebsite.com/home
2022-03-31T20:22:57.009Z,e399d73e-0507-4aad-8545-0d18c3b4fdef,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/home
2022-03-31T20:34:01.246Z,74a349b1-309a-411f-b82f-be6ca5a7eda4,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/home
2022-03-31T20:34:24.719Z,3f9c414d-1f64-4152-a55a-1fe78bb2f49f,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/home
2022-03-31T20:39:09.005Z,226fcb11-d3ba-465d-8896-99937bd6de19,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/home
2022-03-31T20:39:44.639Z,ac04df0b-3167-4e3e-8cbf-853207bdf1c0,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/home
2022-03-31T20:40:38.701Z,340aceaa-9853-4ad3-a69c-6bf288e245e3,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/home
2022-04-01T06:08:37.345Z,77a3cfdc-9c21-41fc-bd66-e203bc573f9b,9aa9b470-a733-4499-a22e-a07c950429aa-20,pageview,http://www.dummywebsite.com/home
2022-04-01T06:17:30.908Z,b87c798c-d07e-4961-a613-94978fff8e5d,9aa9b470-a733-4499-a22e-a07c950429aa-20,pageview,http://www.dummywebsite.com/home
2022-04-01T10:10:18.820Z,e5ec48ba-bdde-4f93-8b08-85cbfa9342f3,9aa9b470-a733-4499-a22e-a07c950429aa-21,pageview,http://www.dummywebsite.com/home
2022-04-01T13:59:42.472Z,54e15169-4320-4387-8bfa-083e70fd3689,9aa9b470-a733-4499-a22e-a07c950429aa-22,pageview,http://www.dummywebsite.com/home
2022-04-01T14:49:37.143Z,ded46acf-9004-4d8c-873c-d07cf3fc7b51,9aa9b470-a733-4499-a22e-a07c950429aa-23,pageview,http://www.dummywebsite.com/home
2022-04-01T16:46:57.003Z,68b4c060-2faa-40a5-b4b1-da89f7aabf82,9aa9b470-a733-4499-a22e-a07c950429aa-25,pageview,http://www.dummywebsite.com/home
2022-04-01T20:39:03.013Z,b6e443bf-76c1-400f-a883-024fbea2a1b6,9aa9b470-a733-4499-a22e-a07c950429aa-26,pageview,http://www.dummywebsite.com/home
2022-04-01T20:39:49.591Z,4dd16641-10b6-4c54-8669-1bb1b10e9619,9aa9b470-a733-4499-a22e-a07c950429aa-26,pageview,http://www.dummywebsite.com/home
2022-04-02T12:18:40.097Z,eb8d1ba2-823a-4855-909c-e358df9936b4,9aa9b470-a733-4499-a22e-a07c950429aa-28,pageview,http://www.dummywebsite.com/home
2022-04-02T12:37:22.483Z,d866965f-57fb-40e9-a925-9240eda79f84,9aa9b470-a733-4499-a22e-a07c950429aa-28,pageview,http://www.dummywebsite.com/home
2022-04-02T14:52:03.625Z,58207860-4fea-4baf-bbbb-6a76e113c381,9aa9b470-a733-4499-a22e-a07c950429aa-29,pageview,http://www.dummywebsite.com/home
2022-04-02T16:51:30.415Z,ad86b7bf-46c2-45a1-817c-9aa5491c30c5,9aa9b470-a733-4499-a22e-a07c950429aa-30,pageview,http://www.dummywebsite.com/home
2022-04-02T22:14:16.307Z,83d5f364-a7d0-4b36-9204-1833d0550ad6,9aa9b470-a733-4499-a22e-a07c950429aa-32,pageview,http://www.dummywebsite.com/home
2022-04-02T22:14:32.994Z,fe98a2a6-525f-485f-8fe6-d986550ccd1e,9aa9b470-a733-4499-a22e-a07c950429aa-32,pageview,http://www.dummywebsite.com/home
2022-04-03T00:49:14.953Z,bc7291b2-2de6-45a9-b8fb-53a36943cf9e,9aa9b470-a733-4499-a22e-a07c950429aa-33,pageview,http://www.dummywebsite.com/home
2022-04-03T10:05:52.850Z,fe26b486-e680-4d20-a535-6b540e312b0d,9aa9b470-a733-4499-a22e-a07c950429aa-35,pageview,http://www.dummywebsite.com/home
2022-04-03T12:00:29.066Z,f357b66b-466d-434c-a17e-21064de8c5df,9aa9b470-a733-4499-a22e-a07c950429aa-36,pageview,http://www.dummywebsite.com/home
2022-04-03T12:00:48.503Z,e723cb44-8dbb-4fd9-b23e-bf35f7b804ab,9aa9b470-a733-4499-a22e-a07c950429aa-36,pageview,http://www.dummywebsite.com/home
2022-04-03T12:02:13.527Z,c91570c1-8249-4b12-9f19-3dfa3d5d135a,9aa9b470-a733-4499-a22e-a07c950429aa-36,pageview,http://www.dummywebsite.com/home
2022-04-03T15:31:43.668Z,b8912d15-f150-4c91-9d43-48aa80bd1d98,9aa9b470-a733-4499-a22e-a07c950429aa-37,pageview,http://www.dummywebsite.com/home
2022-04-03T16:55:16.222Z,e73e8801-280c-4043-97c6-57329637b502,9aa9b470-a733-4499-a22e-a07c950429aa-38,pageview,http://www.dummywebsite.com/home
2022-04-03T18:45:27.124Z,75567e63-b208-404a-b11e-ca504e8f9e5b,9aa9b470-a733-4499-a22e-a07c950429aa-39,pageview,http://www.dummywebsite.com/home
2022-04-03T20:43:12.112Z,021fe9e6-29ad-49b7-982d-a9a94b79fda5,9aa9b470-a733-4499-a22e-a07c950429aa-40,pageview,http://www.dummywebsite.com/home
2022-04-03T20:43:29.013Z,953f6604-b54d-4c30-a5c0-84bedb422667,9aa9b470-a733-4499-a22e-a07c950429aa-40,pageview,http://www.dummywebsite.com/home
2022-04-03T20:43:48.016Z,2c80c4a5-9105-4b8a-8bc7-5a0dfc7bac6b,9aa9b470-a733-4499-a22e-a07c950429aa-40,pageview,http://www.dummywebsite.com/home
2022-04-03T21:32:47.874Z,218b63dd-d643-453a-b3e0-6e4c5822214a,9aa9b470-a733-4499-a22e-a07c950429aa-41,pageview,http://www.dummywebsite.com/home
2022-04-03T21:38:50.096Z,59d3fcb3-8ed0-4d0a-bf95-37b2dde359f5,9aa9b470-a733-4499-a22e-a07c950429aa-41,pageview,http://www.dummywebsite.com/home
2022-04-03T23:26:04.095Z,c81de8f5-892c-4cbe-b2df-483823d61978,9aa9b470-a733-4499-a22e-a07c950429aa-42,pageview,http://www.dummywebsite.com/home
2022-04-03T23:26:32.488Z,b2c35d0c-b000-42eb-a0d2-94c0b58246a1,9aa9b470-a733-4499-a22e-a07c950429aa-42,pageview,http://www.dummywebsite.com/home
2022-04-04T05:04:38.882Z,0da19441-814b-4d0f-b4eb-31910d545b1e,9aa9b470-a733-4499-a22e-a07c950429aa-43,pageview,http://www.dummywebsite.com/home
2022-04-04T08:08:10.862Z,cd326a11-bea9-4d73-a08b-d03c67b2dc47,9aa9b470-a733-4499-a22e-a07c950429aa-44,pageview,http://www.dummywebsite.com/home
2022-04-04T08:50:03.898Z,2da2dc84-1244-4c46-8e6a-582f91233cdb,9aa9b470-a733-4499-a22e-a07c950429aa-45,pageview,http://www.dummywebsite.com/home
2022-04-04T12:16:23.057Z,b30f320d-d8a8-4fd5-95e4-397d2b62402f,9aa9b470-a733-4499-a22e-a07c950429aa-46,pageview,http://www.dummywebsite.com/home
2022-04-04T12:16:38.878Z,a18c6e65-2d09-478f-a1ca-7b77fc083cd4,9aa9b470-a733-4499-a22e-a07c950429aa-46,pageview,http://www.dummywebsite.com/home
2022-04-04T14:09:55.440Z,d0e9b41a-d677-4974-9351-277079b89093,9aa9b470-a733-4499-a22e-a07c950429aa-47,pageview,http://www.dummywebsite.com/home
2022-04-04T15:16:44.306Z,2d2951c2-bd38-46aa-88b0-f79caed8260e,9aa9b470-a733-4499-a22e-a07c950429aa-48,pageview,http://www.dummywebsite.com/home
2022-04-04T18:02:37.496Z,748e387f-09ed-4cc3-aa7d-03198dde74e9,9aa9b470-a733-4499-a22e-a07c950429aa-49,pageview,http://www.dummywebsite.com/home
2022-04-05T08:00:37.458Z,61bb7fcf-a0c6-4069-beac-735c7b88785b,9aa9b470-a733-4499-a22e-a07c950429aa-50,pageview,http://www.dummywebsite.com/home
2022-04-05T11:34:58.305Z,baaf490a-035b-41d4-bf0c-1f4a04641121,9aa9b470-a733-4499-a22e-a07c950429aa-51,pageview,http://www.dummywebsite.com/home
2022-04-05T12:30:41.121Z,740a6e3b-2d42-4b9c-838d-a5faa47b1241,9aa9b470-a733-4499-a22e-a07c950429aa-52,pageview,http://www.dummywebsite.com/home
2022-04-05T13:00:59.623Z,a1814e14-0be4-4d25-8f4a-ea5c7d68bc82,9aa9b470-a733-4499-a22e-a07c950429aa-53,pageview,http://www.dummywebsite.com/home
2022-04-05T13:50:06.877Z,a9335e01-8c52-431d-a845-a893b2a21a28,9aa9b470-a733-4499-a22e-a07c950429aa-54,pageview,http://www.dummywebsite.com/home
2022-04-05T17:53:06.189Z,68f2934f-f178-4513-86c1-f0b08ec199bf,9aa9b470-a733-4499-a22e-a07c950429aa-55,pageview,http://www.dummywebsite.com/home
2022-04-05T20:21:42.481Z,3626ac4b-af44-4ed1-8e74-9a8c6289a8e6,9aa9b470-a733-4499-a22e-a07c950429aa-57,pageview,http://www.dummywebsite.com/home
2022-04-05T20:22:16.943Z,25b04777-1879-4b0b-b933-30ea2594bf8d,9aa9b470-a733-4499-a22e-a07c950429aa-57,pageview,http://www.dummywebsite.com/home
2022-04-05T20:51:13.733Z,885cb159-1b8c-4807-a10d-9d9b322551f0,9aa9b470-a733-4499-a22e-a07c950429aa-57,pageview,http://www.dummywebsite.com/home
2022-04-05T21:37:11.454Z,be613e35-e52e-46ad-8dbd-b782ce931f34,9aa9b470-a733-4499-a22e-a07c950429aa-58,pageview,http://www.dummywebsite.com/home
2022-04-06T03:53:19.326Z,e6d15a31-2bc5-4b5d-a2ee-905f1171d9c6,9aa9b470-a733-4499-a22e-a07c950429aa-60,pageview,http://www.dummywebsite.com/home
2022-04-06T03:53:34.110Z,b5f569be-dd35-4be2-9885-1c0595d670ed,9aa9b470-a733-4499-a22e-a07c950429aa-60,pageview,http://www.dummywebsite.com/home
2022-04-06T08:11:27.917Z,1b8a0e9f-8039-4f1e-807d-228dbc4eb585,9aa9b470-a733-4499-a22e-a07c950429aa-61,pageview,http://www.dummywebsite.com/home
2022-04-06T10:01:25.790Z,38d15524-431a-442d-a2d3-c90697ad3b37,9aa9b470-a733-4499-a22e-a07c950429aa-63,pageview,http://www.dummywebsite.com/home
2022-04-06T12:19:00.484Z,36d41215-ddc3-4a68-b0e4-be32769205dd,9aa9b470-a733-4499-a22e-a07c950429aa-64,pageview,http://www.dummywebsite.com/home
2022-04-06T17:03:46.234Z,5b4472a5-ce26-4a04-bef7-3e0c5856185d,9aa9b470-a733-4499-a22e-a07c950429aa-65,pageview,http://www.dummywebsite.com/home
2022-04-06T17:21:43.418Z,c4e55e4d-7efe-400f-b017-90cc37d99dd3,9aa9b470-a733-4499-a22e-a07c950429aa-65,pageview,http://www.dummywebsite.com/home
2022-04-06T19:08:31.112Z,f886a9b1-c568-4035-a75b-365547087df5,9aa9b470-a733-4499-a22e-a07c950429aa-66,pageview,http://www.dummywebsite.com/home
2022-04-06T20:56:27.849Z,77f1bc68-3966-4a7d-a0df-879aaf7c541b,9aa9b470-a733-4499-a22e-a07c950429aa-67,pageview,http://www.dummywebsite.com/home
2022-04-07T07:01:49.629Z,da054655-9afe-4de0-877e-531e74d8500a,9aa9b470-a733-4499-a22e-a07c950429aa-68,pageview,http://www.dummywebsite.com/home
2022-04-07T08:37:36.060Z,ecbe5be1-2dc9-4ad9-94fe-3d0d87bf3fdd,9aa9b470-a733-4499-a22e-a07c950429aa-70,pageview,http://www.dummywebsite.com/home
2022-04-07T11:19:07.809Z,6f74027c-c639-4aeb-a2ea-4d15ab997cfb,9aa9b470-a733-4499-a22e-a07c950429aa-71,pageview,http://www.dummywebsite.com/home
2022-04-07T17:05:08.703Z,92359ac1-dbcf-4066-b152-44303c8aafda,9aa9b470-a733-4499-a22e-a07c950429aa-73,pageview,http://www.dummywebsite.com/home
2022-04-07T20:38:47.127Z,76c8cce2-65ce-45e0-8470-21647dbd4c45,9aa9b470-a733-4499-a22e-a07c950429aa-75,pageview,http://www.dummywebsite.com/home
2022-03-29T23:47:23.214Z,da9314e5-b89a-4203-9326-5188d97c9a3e,9aa9b470-a733-4499-a22e-a07c950429aa-1,pageview,http://www.dummywebsite.com/payment
2022-03-30T18:38:52.296Z,415e0b80-7e6c-4384-a346-89a3c4d7ac0e,9aa9b470-a733-4499-a22e-a07c950429aa-7,pageview,http://www.dummywebsite.com/payment
2022-03-30T19:25:12.916Z,34f73ad1-5d4c-41b3-b9d0-69dc73f05c05,9aa9b470-a733-4499-a22e-a07c950429aa-8,pageview,http://www.dummywebsite.com/payment
2022-03-31T00:41:55.312Z,b7539dda-95d4-4721-8717-199ad8e145b7,9aa9b470-a733-4499-a22e-a07c950429aa-9,pageview,http://www.dummywebsite.com/payment
2022-03-31T06:41:21.698Z,531cdcab-a143-4f7f-91d7-c6c0587c1040,9aa9b470-a733-4499-a22e-a07c950429aa-10,pageview,http://www.dummywebsite.com/payment
2022-03-31T12:34:26.085Z,7fb0f7a4-c763-40c8-99fa-48ce60b47176,9aa9b470-a733-4499-a22e-a07c950429aa-12,pageview,http://www.dummywebsite.com/payment
2022-03-31T15:07:39.106Z,8bdac89c-c85f-4bfe-9455-13552f49bc0e,9aa9b470-a733-4499-a22e-a07c950429aa-14,pageview,http://www.dummywebsite.com/payment
2022-04-01T06:18:12.596Z,62df7f56-2bc7-4097-8d8c-b709ff08647c,9aa9b470-a733-4499-a22e-a07c950429aa-20,pageview,http://www.dummywebsite.com/payment
2022-04-01T14:00:31.461Z,f7451ea6-9033-44a0-97b6-30ab99d3eda0,9aa9b470-a733-4499-a22e-a07c950429aa-22,pageview,http://www.dummywebsite.com/payment
2022-04-03T07:23:49.444Z,b01ce152-4a85-4f51-97c2-0fdfa4c72065,9aa9b470-a733-4499-a22e-a07c950429aa-34,pageview,http://www.dummywebsite.com/payment
2022-04-03T12:03:11.550Z,9be7cdda-3a4a-4e34-b108-a2aa56fac48e,9aa9b470-a733-4499-a22e-a07c950429aa-36,pageview,http://www.dummywebsite.com/payment
2022-04-03T15:31:00.661Z,c085d51f-4e7f-4af4-8643-090b37cf4840,9aa9b470-a733-4499-a22e-a07c950429aa-37,pageview,http://www.dummywebsite.com/payment
2022-04-04T15:17:23.141Z,82fcf777-0415-4b8b-a8ab-fc4e882e1b58,9aa9b470-a733-4499-a22e-a07c950429aa-48,pageview,http://www.dummywebsite.com/payment
2022-04-05T11:35:22.928Z,c55d750b-df7c-4833-bb0c-d549b85d05db,9aa9b470-a733-4499-a22e-a07c950429aa-51,pageview,http://www.dummywebsite.com/payment
2022-04-05T11:35:52.328Z,fa8ebc3d-0e51-46e4-93f3-147c96456017,9aa9b470-a733-4499-a22e-a07c950429aa-51,pageview,http://www.dummywebsite.com/payment
2022-04-05T17:53:39.332Z,5067c174-5a72-4bbc-aa27-6beb139aa4ee,9aa9b470-a733-4499-a22e-a07c950429aa-55,pageview,http://www.dummywebsite.com/payment
2022-04-07T20:39:28.516Z,b1da4913-31f7-4971-82c0-72af750a7e53,9aa9b470-a733-4499-a22e-a07c950429aa-75,pageview,http://www.dummywebsite.com/payment
2022-03-29T22:22:57.064Z,59f6b0b2-6ac6-4898-8817-c2f36494b7d4,9aa9b470-a733-4499-a22e-a07c950429aa-0,pageview,http://www.dummywebsite.com/product_a
2022-03-30T12:51:39.060Z,fe7adb58-8f71-41e3-a7d3-9116d2a259ab,9aa9b470-a733-4499-a22e-a07c950429aa-3,pageview,http://www.dummywebsite.com/product_a
2022-03-30T13:44:28.717Z,2e5a7514-47de-477c-a915-3bd0d77f6723,9aa9b470-a733-4499-a22e-a07c950429aa-4,pageview,http://www.dummywebsite.com/product_a
2022-03-30T15:49:26.686Z,da07c5b1-5160-40ee-abec-409e6a8df550,9aa9b470-a733-4499-a22e-a07c950429aa-5,pageview,http://www.dummywebsite.com/product_a
2022-03-30T16:16:45.354Z,4b002054-e6b5-4b93-90aa-f966e8305d63,9aa9b470-a733-4499-a22e-a07c950429aa-5,pageview,http://www.dummywebsite.com/product_a
2022-03-30T18:38:12.869Z,369b366e-d21c-40d3-aa39-cc428d35079a,9aa9b470-a733-4499-a22e-a07c950429aa-7,pageview,http://www.dummywebsite.com/product_a
2022-03-30T19:24:51.612Z,89e06109-4509-4315-9160-bdba7785fe1f,9aa9b470-a733-4499-a22e-a07c950429aa-8,pageview,http://www.dummywebsite.com/product_a
2022-03-31T00:41:05.667Z,9c599d92-5d30-46c6-95f3-f60daf4fdb97,9aa9b470-a733-4499-a22e-a07c950429aa-9,pageview,http://www.dummywebsite.com/product_a
2022-03-31T10:51:14.402Z,d91c158c-feda-40f7-a042-2998160d4140,9aa9b470-a733-4499-a22e-a07c950429aa-11,pageview,http://www.dummywebsite.com/product_a
2022-03-31T12:34:04.343Z,c8a5a6e9-9019-41c6-b80b-58c7a37be12f,9aa9b470-a733-4499-a22e-a07c950429aa-12,pageview,http://www.dummywebsite.com/product_a
2022-03-31T13:14:18.050Z,5422a6fb-8bad-4764-9ec2-7b68f29355c6,9aa9b470-a733-4499-a22e-a07c950429aa-13,pageview,http://www.dummywebsite.com/product_a
2022-03-31T13:14:41.564Z,b5181146-0198-4735-9d7d-7dc4ca35ee0e,9aa9b470-a733-4499-a22e-a07c950429aa-13,pageview,http://www.dummywebsite.com/product_a
2022-03-31T15:06:41.751Z,7060150c-c883-4900-b1f5-e852ae53f8b4,9aa9b470-a733-4499-a22e-a07c950429aa-14,pageview,http://www.dummywebsite.com/product_a
2022-03-31T16:38:06.058Z,24840b39-88b1-4441-95a3-0b9c99997047,9aa9b470-a733-4499-a22e-a07c950429aa-16,pageview,http://www.dummywebsite.com/product_a
2022-03-31T18:11:39.508Z,069404e2-fbd0-4e78-a286-a584dbbffc71,9aa9b470-a733-4499-a22e-a07c950429aa-18,pageview,http://www.dummywebsite.com/product_a
2022-03-31T18:12:40.961Z,1add49f9-074a-4cbb-b13d-a13d7b946e01,9aa9b470-a733-4499-a22e-a07c950429aa-18,pageview,http://www.dummywebsite.com/product_a
2022-03-31T20:22:23.919Z,279fb2e6-9ec5-4046-8368-c4992fb79c1f,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/product_a
2022-03-31T20:34:17.396Z,76d39842-cd5a-4d4a-8400-4379d9489cf7,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/product_a
2022-03-31T20:34:39.992Z,f44e6188-e8c2-4553-8feb-6d3dca75244e,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/product_a
2022-03-31T20:38:43.241Z,0343fc10-0185-449a-a84f-3bade0e6126b,9aa9b470-a733-4499-a22e-a07c950429aa-19,pageview,http://www.dummywebsite.com/product_a
2022-04-01T06:17:50.551Z,414745b5-eda4-4f2a-8ce1-2274ce08d283,9aa9b470-a733-4499-a22e-a07c950429aa-20,pageview,http://www.dummywebsite.com/product_a
2022-04-01T13:59:54.387Z,cda669f2-d0e7-4c8b-87b0-a82bbf14a0ff,9aa9b470-a733-4499-a22e-a07c950429aa-22,pageview,http://www.dummywebsite.com/product_a
